crop,area,rainfall,temperature,humidity,fertilizer,season,yield
Rice,4.51,307.08,26.34,41.31,226.03,Rabi,1.789
Sugarcane,5.29,138.21,26.1,55.09,168.74,Rabi,77.032
Soybean,11.94,358.41,17.03,71.18,24.17,Zaid,0.87
Cotton,5.04,137.94,36.83,78.03,231.32,Zaid,1.376
Tea,16.18,184.01,25.07,91.46,142.21,Zaid,1.433
Tea,7.21,284.22,28.56,78.63,1.37,Zaid,0.77
Maize,10.44,213.71,31.8,70.68,3.11,Kharif,4.127
Rice,11.34,151.87,21.73,50.18,96.8,Rabi,3.072
Maize,10.12,101.67,38.78,67.29,242.24,Kharif,4.039
Rice,14.46,326.05,31.99,69.34,179.34,Rabi,1.991
Soybean,19.1,179.06,11.45,38.1,207.96,Kharif,1.165
Tea,2.27,396.57,37.5,39.27,212.69,Zaid,0.848
Soybean,14.86,103.16,12.52,58.68,212.04,Kharif,1.256
Wheat,10.19,49.18,17.18,88.02,7.71,Rabi,1.238
Pulses,18.33,294.42,14.54,57.64,148.7,Zaid,0.731
Pulses,2.58,328.88,26.88,53.39,31.21,Zaid,0.631
Pulses,13.71,332.99,21.03,41.41,28.17,Rabi,0.645
Tea,7.98,383.2,29.18,72.26,22.76,Kharif,1.101
Cotton,8.06,214.11,23.53,39.29,167.06,Zaid,1.424
Cotton,12.61,283.12,30.35,31.87,169.23,Zaid,1.209
Wheat,16.69,359.04,24.97,94.06,196.8,Zaid,2.003
Wheat,17.19,379.0,28.12,86.55,176.82,Kharif,2.273
Pulses,18.58,139.69,39.74,66.69,142.55,Rabi,0.958
Wheat,17.0,31.22,13.96,31.77,4.19,Rabi,0.992
Wheat,13.17,353.21,12.53,62.93,151.92,Rabi,2.496
Pulses,10.79,238.86,12.47,72.91,159.42,Zaid,0.726
Rice,10.22,283.87,36.85,78.96,130.07,Rabi,2.174
Pulses,1.88,104.32,15.36,52.7,159.27,Rabi,0.782
Cotton,8.81,182.38,13.8,91.59,243.64,Rabi,1.178
Wheat,15.78,111.16,24.64,79.24,149.44,Kharif,3.286
Sugarcane,9.9,160.43,33.32,94.27,194.54,Zaid,56.391
Sugarcane,18.08,190.51,36.23,54.81,25.39,Zaid,55.553
Rice,17.58,266.02,11.12,79.4,131.74,Rabi,1.88
Rice,15.24,312.2,28.56,62.59,149.28,Rabi,2.675
Tea,19.72,119.87,21.81,42.14,117.85,Zaid,1.319
Rice,2.56,397.35,17.09,54.33,53.5,Kharif,1.962
Tea,19.81,371.12,18.73,49.75,12.19,Kharif,0.882
Sugarcane,19.38,136.45,22.94,67.21,185.43,Zaid,70.973
Maize,14.92,295.92,19.24,46.56,184.8,Kharif,4.705
Maize,10.72,57.02,14.16,35.69,23.98,Kharif,2.87
Cotton,13.63,261.3,29.62,31.76,55.23,Zaid,1.363
Cotton,6.38,260.07,34.89,54.54,185.47,Rabi,1.765
Sugarcane,3.06,113.79,31.79,37.24,226.24,Kharif,51.736
Pulses,3.8,238.87,12.69,72.96,135.13,Kharif,0.902
Sugarcane,2.54,300.68,13.41,44.08,201.67,Zaid,41.718
Sugarcane,4.63,116.03,33.53,51.3,25.29,Rabi,52.971
Rice,13.5,193.73,16.69,54.48,25.97,Rabi,1.784
Rice,13.32,106.56,27.68,68.2,241.84,Rabi,1.942
Tea,12.31,258.64,22.61,78.07,159.53,Zaid,1.368
Rice,7.63,105.7,34.04,86.9,113.5,Rabi,2.084
Maize,5.42,295.03,23.5,58.98,100.04,Kharif,5.913
Sugarcane,18.12,289.57,21.83,38.69,14.68,Kharif,45.751
Cotton,2.6,335.49,25.1,72.52,218.29,Rabi,1.427
Soybean,6.42,112.42,33.74,43.78,49.98,Zaid,1.245
Sugarcane,2.73,33.69,37.29,72.92,223.91,Zaid,33.492
Maize,7.58,369.86,21.22,61.08,110.98,Kharif,5.344
Cotton,1.01,72.42,32.49,51.98,131.44,Zaid,1.243
Tea,3.44,265.75,11.66,72.5,96.59,Rabi,1.381
Cotton,11.06,155.81,22.95,91.28,11.0,Kharif,1.299
Tea,15.91,85.95,20.51,64.92,184.08,Rabi,1.16
Tea,10.46,328.17,12.7,47.3,232.53,Rabi,0.853
Soybean,8.09,51.68,14.15,67.95,23.24,Rabi,0.947
Pulses,15.95,230.04,35.47,40.03,8.49,Rabi,0.535
Soybean,1.16,44.38,12.06,42.76,91.73,Rabi,1.024
Maize,6.14,253.08,25.72,84.76,241.84,Kharif,4.73
Pulses,16.8,267.21,14.56,31.94,233.58,Zaid,0.482
Sugarcane,16.25,73.54,33.11,35.12,43.17,Kharif,52.092
Soybean,7.96,394.76,11.47,43.78,52.54,Kharif,1.071
Rice,2.13,103.88,18.82,83.85,91.82,Rabi,2.211
Cotton,17.36,362.75,12.64,61.79,151.92,Kharif,1.423
Sugarcane,7.49,228.74,14.35,89.36,26.88,Kharif,56.795
Cotton,18.12,78.2,11.69,67.04,188.33,Rabi,1.133
Sugarcane,3.94,97.04,32.04,86.22,134.46,Kharif,71.545
Tea,13.7,373.92,28.63,53.26,144.57,Kharif,1.487
Pulses,19.26,319.43,21.23,54.04,78.42,Kharif,0.945
Sugarcane,8.43,367.8,22.98,49.65,104.83,Kharif,63.671
Rice,4.83,69.82,28.37,94.23,225.64,Kharif,1.593
Wheat,10.34,214.0,20.32,85.97,144.4,Rabi,3.349
Tea,1.99,389.45,38.25,62.52,46.49,Kharif,1.273
Cotton,10.02,227.27,24.75,49.46,132.51,Zaid,1.795
Sugarcane,19.62,144.36,17.05,63.93,128.57,Rabi,71.867
Wheat,6.9,318.22,34.52,40.56,201.77,Kharif,2.526
Wheat,9.92,243.65,17.86,71.46,224.29,Kharif,2.829
Rice,0.84,396.67,16.63,74.92,229.69,Zaid,1.444
Soybean,12.73,363.14,10.37,40.23,115.69,Rabi,0.952
Wheat,6.15,136.49,28.98,74.31,155.92,Zaid,3.05
Pulses,19.53,128.01,18.2,65.72,187.59,Rabi,0.884
Rice,9.26,223.35,22.69,40.24,29.77,Rabi,1.803
Pulses,19.78,204.91,28.67,93.8,189.91,Kharif,0.883
Sugarcane,8.3,82.11,22.76,73.68,208.95,Zaid,43.413
Wheat,10.08,272.63,27.93,69.69,23.17,Kharif,2.858
Soybean,15.5,84.9,25.68,88.8,152.82,Zaid,1.222
Soybean,15.9,85.79,13.43,73.66,130.09,Rabi,1.319
Sugarcane,1.14,128.99,27.88,53.7,16.23,Kharif,55.337
Rice,6.72,231.58,14.77,39.95,173.88,Kharif,1.988
Maize,15.96,227.77,17.74,69.36,74.73,Kharif,5.59
Sugarcane,15.42,94.34,24.86,88.3,246.75,Kharif,51.71
Cotton,16.24,254.77,15.03,72.33,142.74,Rabi,1.48
Wheat,15.95,219.54,22.59,49.19,178.89,Kharif,3.18
Tea,17.05,368.71,17.56,88.21,84.7,Rabi,1.121
Maize,2.82,103.7,39.84,50.63,40.39,Zaid,3.68
Wheat,0.68,393.47,39.02,69.92,46.16,Zaid,2.054
Pulses,16.06,66.49,39.67,44.58,144.59,Kharif,0.67
Soybean,3.75,196.88,32.59,61.56,21.05,Zaid,1.198
Maize,6.83,304.59,13.24,81.83,19.57,Zaid,2.62
Tea,15.77,255.88,27.98,45.06,104.13,Rabi,1.531
Tea,4.49,386.63,15.46,70.74,231.79,Zaid,0.866
Pulses,7.61,168.56,21.84,89.16,188.06,Zaid,0.675
Tea,15.65,312.52,32.52,83.88,57.09,Zaid,1.234
Maize,5.65,59.53,19.79,55.45,191.99,Kharif,4.195
Cotton,1.81,317.88,20.28,77.93,104.01,Rabi,1.755
Sugarcane,18.94,326.46,18.23,63.97,202.57,Kharif,55.189
Soybean,4.04,134.4,14.71,52.33,150.63,Rabi,1.6
Rice,8.4,166.5,25.2,76.19,142.36,Zaid,2.914
Maize,0.69,286.29,13.84,77.11,157.16,Rabi,4.195
Tea,11.75,85.85,16.59,78.59,114.44,Rabi,1.288
Sugarcane,9.94,156.86,38.04,45.99,30.86,Zaid,48.701
Cotton,10.06,370.81,30.87,69.72,90.54,Zaid,1.526
Soybean,2.03,334.15,22.09,77.54,169.64,Rabi,1.521
Tea,10.61,45.29,23.63,86.88,5.05,Rabi,0.742
Cotton,13.6,140.32,16.31,71.77,106.47,Zaid,1.652
Maize,15.55,60.02,14.91,88.42,155.86,Zaid,3.32
Rice,8.55,61.17,30.31,66.82,87.01,Zaid,1.802
Soybean,13.55,259.08,20.73,73.62,69.58,Zaid,1.476
Cotton,12.06,74.45,29.36,78.46,227.84,Rabi,1.347
Soybean,15.75,154.42,36.85,47.36,84.34,Rabi,1.578
Sugarcane,14.58,210.04,36.67,37.52,48.75,Rabi,66.473
Tea,3.5,152.01,36.74,49.28,50.1,Zaid,1.338
Soybean,6.81,381.47,14.77,30.19,29.74,Zaid,0.752
Soybean,3.67,356.9,26.09,33.3,130.13,Zaid,1.185
Rice,5.25,276.38,35.27,35.41,190.92,Kharif,1.94
Sugarcane,15.92,184.43,22.59,85.76,44.94,Rabi,60.574
Cotton,15.46,336.54,28.73,78.78,222.64,Rabi,1.305
Pulses,5.74,189.95,16.51,79.77,49.36,Kharif,0.944
Wheat,5.47,381.96,29.52,60.96,194.39,Zaid,2.347
Cotton,6.73,249.43,29.34,86.05,29.84,Zaid,1.441
Cotton,14.74,137.64,13.33,92.87,171.58,Zaid,1.206
Wheat,1.38,105.0,28.42,38.82,67.57,Rabi,2.614
Sugarcane,13.38,361.53,20.42,71.18,97.23,Rabi,63.249
Tea,9.15,228.47,21.53,36.61,18.37,Zaid,0.944
Pulses,9.47,20.36,33.75,48.66,42.26,Kharif,0.543
Sugarcane,14.67,117.95,30.45,55.55,233.49,Zaid,55.826
Wheat,12.19,68.92,14.85,51.06,160.92,Kharif,2.674
Tea,14.95,358.52,29.92,32.63,38.55,Zaid,0.928
Pulses,12.32,214.88,29.06,79.1,114.12,Kharif,0.893
Wheat,10.03,272.73,30.2,32.85,52.44,Zaid,2.336
Soybean,4.25,150.14,29.1,94.74,64.53,Rabi,1.613
Maize,9.32,301.76,17.92,87.71,13.05,Kharif,3.332
Rice,3.56,198.58,35.83,79.86,139.54,Zaid,2.283
Maize,7.23,291.6,33.92,65.44,149.89,Rabi,4.879
Pulses,19.46,199.66,15.98,78.14,80.1,Kharif,0.916
Wheat,5.71,131.94,12.7,45.94,196.79,Kharif,2.471
Sugarcane,15.9,190.29,38.76,66.65,106.3,Zaid,65.628
Soybean,18.87,141.93,36.44,60.08,148.32,Rabi,1.465
Maize,1.04,81.64,10.49,44.43,139.58,Kharif,3.843
Maize,11.37,216.38,34.72,79.76,193.73,Zaid,4.814
Pulses,7.39,222.7,35.7,91.65,37.71,Rabi,0.762
Wheat,2.99,148.04,16.57,90.88,80.94,Kharif,3.092
Sugarcane,9.3,336.01,37.26,58.9,169.81,Rabi,64.54
Wheat,3.69,80.23,10.74,36.16,162.74,Kharif,1.979
Pulses,4.18,175.53,25.0,43.29,196.64,Zaid,0.709
Pulses,8.57,234.22,23.66,83.75,121.61,Zaid,0.89
Wheat,19.62,65.26,36.5,65.15,140.33,Kharif,3.061
Tea,12.48,284.36,13.84,73.98,96.4,Rabi,1.297
Rice,13.12,374.05,36.42,55.44,164.09,Rabi,2.019
Rice,0.88,108.31,10.04,53.6,123.46,Zaid,1.832
Tea,10.95,186.36,29.93,82.47,179.06,Kharif,1.644
Sugarcane,1.53,270.59,27.72,46.37,129.38,Zaid,60.615
Sugarcane,18.85,154.38,17.48,63.2,14.14,Kharif,54.043
Cotton,5.81,251.37,33.64,62.31,154.77,Rabi,1.793
Pulses,10.43,185.98,17.21,85.12,217.92,Zaid,0.678
Maize,7.59,285.31,29.53,88.61,75.89,Zaid,5.129
Pulses,13.17,62.09,18.48,30.15,141.86,Rabi,0.516
Rice,6.24,221.72,30.33,49.97,167.36,Zaid,2.285
Sugarcane,19.07,72.52,28.61,30.68,126.58,Zaid,48.949
Tea,17.67,399.56,15.83,71.06,15.82,Zaid,0.83
Pulses,3.95,186.58,19.46,85.14,164.33,Zaid,0.758
Tea,18.38,286.75,36.91,48.44,114.41,Kharif,1.424
Maize,12.74,33.52,14.34,37.31,144.23,Kharif,3.383
Wheat,19.78,130.48,15.44,60.52,77.64,Zaid,2.55
Maize,4.19,105.49,13.5,90.75,70.16,Rabi,4.825
Pulses,4.9,286.02,12.53,39.36,92.29,Kharif,0.694
Maize,4.66,228.96,30.5,31.16,31.47,Rabi,3.934
Soybean,16.85,280.28,30.66,64.2,154.82,Kharif,1.666
Wheat,15.67,247.87,25.42,48.3,164.53,Zaid,2.85
Soybean,9.09,157.0,13.94,70.59,105.41,Kharif,1.745
Wheat,5.93,312.5,14.06,43.8,154.66,Zaid,2.155
Rice,14.53,284.66,18.58,44.75,137.83,Kharif,1.961
Soybean,13.89,263.88,23.54,43.86,23.38,Kharif,1.3
Wheat,14.42,75.65,29.71,39.88,192.14,Zaid,1.841
Tea,19.32,262.47,38.87,77.77,244.86,Rabi,1.145
Tea,14.34,153.15,33.13,57.17,248.56,Kharif,1.181
Soybean,19.7,74.65,16.92,69.96,249.22,Rabi,1.06
Maize,9.05,204.58,14.06,82.63,202.62,Rabi,4.292
Pulses,8.83,153.4,17.55,64.21,121.77,Zaid,0.848
Rice,0.97,271.45,38.3,45.93,3.29,Kharif,1.41
Cotton,6.75,99.61,27.67,36.79,167.49,Kharif,1.61
Pulses,12.29,246.47,23.05,54.24,135.42,Zaid,0.959
Sugarcane,5.66,179.01,13.56,82.75,31.37,Rabi,54.074
Cotton,5.65,44.75,30.04,31.3,238.38,Kharif,0.929
Rice,11.71,335.01,37.37,55.46,77.19,Zaid,2.115
Rice,0.65,67.09,27.89,31.07,180.3,Kharif,1.624
Cotton,12.03,293.7,25.48,78.66,154.7,Rabi,1.864
Rice,13.53,210.45,16.28,68.65,156.04,Rabi,2.258
Soybean,0.97,162.17,31.63,82.77,234.0,Zaid,1.269
Tea,11.8,356.17,39.2,69.49,48.7,Rabi,1.22
Sugarcane,10.89,244.35,15.99,34.63,100.87,Rabi,60.233
Pulses,6.94,28.26,18.25,69.73,212.25,Kharif,0.548
Soybean,3.83,170.43,16.05,38.83,230.31,Zaid,1.037
Maize,4.24,117.49,22.33,33.62,153.0,Rabi,4.408
Wheat,15.55,73.79,33.98,37.15,240.61,Zaid,1.529
Rice,9.54,109.91,37.5,89.7,22.82,Kharif,1.494
Sugarcane,4.07,304.7,15.3,71.57,238.99,Kharif,51.599
Soybean,6.67,320.73,32.73,82.77,87.4,Zaid,1.391
Tea,3.25,20.96,39.73,32.04,160.9,Zaid,0.677
Rice,5.35,42.38,13.46,53.94,236.11,Zaid,1.1
Tea,5.07,139.1,34.89,55.25,203.48,Rabi,1.355
Maize,13.66,146.04,28.14,85.14,60.64,Rabi,6.79
Tea,6.89,318.27,31.66,48.19,241.94,Zaid,0.973
Sugarcane,19.38,42.59,10.04,47.88,79.64,Kharif,44.04
Maize,7.32,159.37,28.18,66.29,188.32,Zaid,5.258
Cotton,15.81,335.97,32.19,92.61,212.52,Zaid,1.117
Cotton,3.54,155.59,31.41,61.55,70.62,Kharif,2.274
Wheat,19.26,203.26,36.86,93.52,183.1,Kharif,2.793
Cotton,5.51,341.72,39.34,61.11,35.62,Zaid,1.318
Sugarcane,10.13,29.51,35.7,61.05,67.89,Zaid,39.484
Soybean,2.41,396.67,12.53,79.35,248.24,Rabi,0.856
Tea,17.01,200.23,32.19,65.11,74.24,Zaid,1.69
Rice,10.79,328.68,33.57,35.79,238.0,Rabi,1.367
Maize,19.48,77.45,12.18,69.28,16.11,Zaid,2.543
Tea,16.4,212.7,33.2,90.84,26.06,Rabi,1.193
Tea,3.42,353.88,20.35,46.12,112.43,Zaid,1.299
Sugarcane,19.51,54.76,27.08,42.85,237.89,Kharif,42.851
Sugarcane,19.07,352.2,25.82,66.87,35.62,Rabi,58.098
Tea,7.76,239.89,35.8,49.3,82.2,Rabi,1.432
Pulses,3.95,233.79,30.82,30.18,190.72,Zaid,0.651
Tea,18.74,103.42,34.15,38.68,159.49,Kharif,1.133
Cotton,17.09,28.3,21.74,65.01,186.51,Zaid,1.088
Cotton,4.38,298.76,34.25,85.52,152.1,Rabi,1.479
Maize,6.39,258.33,38.18,36.35,42.86,Kharif,4.273
Wheat,13.83,97.22,29.69,46.36,166.14,Rabi,2.466
Rice,10.75,196.76,23.05,56.18,30.46,Rabi,2.345
Maize,10.83,264.04,33.45,71.45,39.3,Kharif,5.429
Wheat,6.71,74.96,20.24,86.74,182.16,Zaid,2.296
Rice,3.02,384.11,31.33,35.76,147.5,Zaid,1.932
Sugarcane,7.89,367.55,16.56,63.16,249.84,Kharif,51.409
Pulses,6.55,20.62,20.54,46.02,98.02,Zaid,0.529
Sugarcane,17.66,269.3,22.09,32.02,202.84,Rabi,53.399
Sugarcane,15.35,52.5,12.65,31.48,126.23,Rabi,43.465
Cotton,1.79,291.92,24.07,35.93,104.51,Kharif,1.778
Rice,9.3,298.39,30.34,33.37,73.58,Kharif,2.104
Tea,5.27,40.5,32.34,64.52,63.08,Rabi,1.15
Sugarcane,15.62,371.51,14.98,55.86,170.02,Zaid,50.853
Soybean,6.06,56.46,33.26,31.86,246.65,Zaid,0.761
Wheat,2.11,144.18,39.7,56.6,188.87,Rabi,2.821
Rice,14.35,37.44,31.33,93.12,217.92,Kharif,1.647
Cotton,14.5,150.05,35.09,72.11,143.31,Rabi,1.876
Soybean,13.08,44.87,34.78,69.55,27.38,Kharif,1.024
Pulses,5.22,26.66,12.9,69.83,128.52,Rabi,0.537
Tea,1.69,186.88,33.34,85.69,3.09,Zaid,0.911
Cotton,19.48,24.86,13.75,33.0,198.74,Zaid,0.727
Rice,18.25,376.47,20.66,59.93,23.84,Zaid,1.514
Tea,11.48,264.65,36.15,44.69,80.43,Rabi,1.369
Maize,12.54,306.14,11.06,44.08,127.86,Kharif,4.187
Cotton,19.59,370.11,22.07,36.53,55.33,Rabi,1.482
Cotton,3.93,135.83,34.56,57.44,167.97,Zaid,1.691
Soybean,12.51,187.66,32.82,80.18,158.68,Kharif,1.562
Cotton,2.75,23.86,31.0,93.23,213.0,Zaid,0.898
Maize,1.55,290.1,22.59,69.43,66.84,Kharif,5.929
Tea,10.04,288.65,17.64,75.52,119.37,Kharif,1.534
Cotton,8.93,127.67,11.8,76.76,232.27,Kharif,1.362
Rice,1.68,51.0,12.44,84.98,95.92,Rabi,1.535
Maize,17.77,169.84,26.24,78.6,189.65,Kharif,5.858
Soybean,18.96,321.68,15.74,52.33,26.79,Rabi,1.174
Tea,6.96,185.57,20.46,35.58,112.6,Zaid,1.322
Cotton,6.96,262.01,34.29,59.12,29.44,Kharif,1.518
Soybean,6.0,270.47,32.17,31.97,138.91,Rabi,1.286
Rice,19.89,25.71,36.37,34.16,183.35,Rabi,1.164
Tea,17.9,72.32,23.61,35.78,159.62,Kharif,1.173
Soybean,4.92,339.32,14.13,79.53,136.83,Rabi,1.304
Soybean,2.93,201.24,14.31,72.4,247.36,Rabi,1.102
Cotton,2.55,333.7,33.46,81.93,153.9,Zaid,1.361
Maize,14.44,206.82,17.84,90.69,81.09,Rabi,4.875
Rice,13.99,398.24,20.68,79.57,148.29,Kharif,2.049
Maize,11.35,116.83,26.48,90.68,109.06,Kharif,5.977
Wheat,8.74,207.5,12.11,50.16,220.35,Rabi,2.044
Sugarcane,12.33,196.16,26.31,79.84,128.03,Rabi,82.877
Cotton,13.46,244.78,35.97,94.17,186.29,Rabi,1.504
Soybean,6.3,399.26,33.68,65.88,111.63,Zaid,1.281
Soybean,10.71,145.67,35.39,65.25,130.51,Rabi,1.841
Cotton,11.92,43.37,13.14,75.52,92.67,Rabi,1.271
Tea,3.49,349.62,23.2,84.47,133.61,Kharif,1.509
Rice,12.14,164.42,15.15,40.15,43.29,Zaid,1.575
Tea,8.24,198.4,19.65,90.68,11.97,Rabi,1.068
Soybean,9.42,145.6,14.06,80.27,60.48,Kharif,1.64
Wheat,7.19,355.93,30.29,80.59,166.43,Kharif,2.73
Wheat,11.85,182.61,32.6,43.58,156.2,Zaid,2.551
Soybean,4.67,109.21,32.54,78.8,11.34,Rabi,1.088
Sugarcane,11.11,230.82,19.93,89.84,134.45,Kharif,78.535
Maize,13.38,91.13,35.44,90.97,21.86,Rabi,3.28
Sugarcane,1.14,343.46,21.15,89.54,36.07,Kharif,52.198
Cotton,3.92,258.68,37.3,88.0,50.91,Zaid,1.521
Soybean,5.53,218.5,33.49,38.54,41.91,Kharif,1.395
Cotton,3.39,326.11,21.13,85.6,14.58,Zaid,1.062
Sugarcane,0.51,383.24,10.25,53.72,220.3,Zaid,38.418
Soybean,15.78,343.71,16.13,58.66,51.49,Zaid,1.093
Maize,6.04,35.92,35.53,67.67,216.94,Rabi,3.531
Rice,8.77,68.88,12.45,39.0,99.84,Kharif,1.609
Wheat,12.99,110.92,21.53,43.97,185.61,Zaid,2.263
Pulses,2.39,266.88,14.44,74.83,180.42,Zaid,0.658
Wheat,1.78,199.5,12.19,45.25,176.81,Zaid,2.437
Maize,3.03,43.82,29.11,51.92,65.11,Kharif,5.213
Maize,13.26,267.45,13.36,63.67,34.24,Rabi,4.35
Wheat,18.98,51.21,15.84,30.86,187.41,Kharif,1.628
Tea,3.8,68.11,16.14,64.52,165.16,Rabi,1.248
Pulses,12.58,48.95,36.12,79.78,100.48,Rabi,0.705
Sugarcane,8.99,372.45,10.23,77.4,92.02,Kharif,51.735
Soybean,11.55,86.12,17.37,80.91,144.78,Zaid,1.135
Rice,4.59,148.66,26.91,87.63,186.83,Rabi,2.303
Sugarcane,3.84,296.72,20.27,30.03,4.52,Kharif,35.86
Sugarcane,3.98,66.37,21.63,44.59,122.8,Rabi,58.12
Sugarcane,8.92,223.97,15.86,62.65,149.85,Rabi,72.965
Cotton,2.88,115.04,13.15,82.71,201.4,Rabi,1.344
Soybean,19.26,87.61,15.08,58.84,29.43,Kharif,1.101
Sugarcane,7.53,345.92,31.91,40.12,52.03,Kharif,64.424
Rice,16.99,245.43,16.89,76.72,72.05,Zaid,2.331
Sugarcane,5.32,258.25,17.48,30.9,33.96,Rabi,42.361
Pulses,4.43,311.2,11.02,46.57,155.71,Zaid,0.603
Soybean,0.85,326.21,29.17,33.91,158.28,Zaid,1.179
Cotton,1.27,203.3,38.57,65.64,52.09,Zaid,1.758
Maize,8.97,372.43,15.51,40.05,102.84,Zaid,3.335
Cotton,5.85,159.04,36.82,30.67,4.86,Rabi,0.946
Pulses,12.25,271.71,29.01,44.2,186.9,Zaid,0.639
Maize,7.28,308.55,36.22,32.74,104.33,Rabi,4.1
Maize,4.6,23.9,32.97,46.87,163.13,Zaid,3.194
Sugarcane,19.73,31.85,32.87,46.31,126.21,Zaid,40.549
Sugarcane,4.13,149.74,12.84,69.88,177.93,Rabi,63.566
Tea,1.66,214.2,19.05,55.29,146.83,Kharif,1.984
Maize,12.38,287.18,28.69,40.33,242.2,Rabi,3.746
Cotton,15.74,335.11,17.55,81.64,34.05,Kharif,1.312
Sugarcane,8.57,88.35,25.67,41.02,37.33,Zaid,47.327
Soybean,10.81,364.98,12.05,65.4,8.22,Rabi,0.765
Sugarcane,4.82,155.12,28.66,33.32,59.56,Zaid,57.198
Cotton,14.53,305.06,17.31,49.65,21.73,Zaid,1.039
Rice,14.17,273.84,35.76,45.76,168.48,Rabi,2.095
Cotton,1.08,358.62,14.67,76.05,139.41,Zaid,1.21
Sugarcane,11.3,20.44,12.83,35.71,42.18,Rabi,30.836
Tea,7.69,134.66,15.66,54.43,9.37,Kharif,1.029
Rice,7.11,39.43,22.8,31.02,7.52,Rabi,0.935
Cotton,2.21,35.33,31.08,62.33,79.64,Kharif,1.403
Soybean,6.06,192.27,23.39,63.83,246.4,Rabi,1.479
Cotton,8.93,363.13,26.5,88.52,59.82,Kharif,1.697
Wheat,10.79,181.58,12.59,72.19,208.5,Zaid,1.895
Wheat,8.91,259.94,29.31,54.45,13.32,Rabi,2.242
Cotton,2.78,257.41,11.33,53.13,47.65,Kharif,1.577
Tea,1.32,279.76,17.64,52.26,146.75,Zaid,1.223
Tea,7.61,82.66,13.42,38.3,132.92,Kharif,1.111
Tea,3.99,42.79,37.22,92.23,237.16,Rabi,0.757
Rice,5.04,226.34,30.82,89.29,145.18,Kharif,2.717
Pulses,18.44,130.44,27.03,90.17,50.77,Zaid,0.91
Sugarcane,11.09,350.18,35.59,59.66,147.51,Kharif,69.329
Tea,18.51,318.21,12.94,61.15,179.54,Rabi,1.07
Cotton,3.15,398.91,32.56,61.57,167.65,Zaid,1.248
Soybean,16.67,383.44,16.04,78.77,1.92,Zaid,0.702
Rice,12.67,182.01,36.8,91.37,125.46,Kharif,2.409
Sugarcane,11.58,246.29,22.04,36.58,88.73,Kharif,63.967
Pulses,18.48,49.27,12.94,62.74,110.06,Zaid,0.564
Wheat,14.6,163.25,25.45,59.76,205.49,Kharif,3.136
Pulses,17.62,308.96,12.51,37.11,238.17,Zaid,0.472
Soybean,4.53,336.37,28.07,76.87,209.09,Kharif,1.532
Maize,16.58,254.71,27.81,51.36,156.43,Kharif,5.967
Sugarcane,18.62,188.5,23.51,78.67,55.8,Kharif,83.634
Sugarcane,7.24,210.7,37.69,42.61,77.18,Rabi,70.458
Tea,4.09,100.41,11.53,86.65,168.52,Kharif,1.188
Soybean,9.95,161.36,21.85,89.74,208.01,Kharif,1.515
Wheat,9.52,85.46,39.05,53.28,174.68,Rabi,2.543
Soybean,8.05,182.69,18.91,32.26,81.67,Zaid,1.339
Wheat,12.92,56.13,32.44,73.68,46.84,Rabi,2.273
Rice,4.55,391.32,18.86,37.64,17.13,Zaid,1.098
Sugarcane,4.95,360.75,26.28,67.66,41.64,Zaid,54.042
Maize,9.28,334.28,33.84,33.64,232.17,Zaid,3.129
Rice,6.63,341.39,23.69,48.19,233.22,Kharif,1.645
Pulses,10.8,335.78,22.58,60.29,126.44,Kharif,0.983
Cotton,14.37,395.93,18.33,77.95,39.35,Zaid,1.256
Tea,11.08,335.82,12.02,86.69,132.97,Kharif,1.137
Sugarcane,13.17,35.57,31.73,35.56,139.38,Rabi,50.866
Sugarcane,19.13,154.95,24.27,53.75,68.4,Zaid,74.641
Maize,6.17,270.26,19.95,51.34,223.98,Rabi,4.206
Tea,15.98,54.22,24.25,64.33,99.09,Zaid,1.065
Cotton,3.86,71.07,34.18,75.01,152.95,Kharif,1.617
Maize,15.09,355.43,34.72,76.76,214.94,Kharif,3.974
Maize,11.26,310.33,27.15,70.16,41.89,Rabi,5.516
Wheat,15.34,359.99,12.32,80.84,14.71,Rabi,1.535
Rice,13.47,128.88,19.19,73.24,27.85,Kharif,2.199
Cotton,7.0,304.61,10.58,31.18,85.68,Rabi,1.165
Rice,0.81,131.4,28.96,31.7,221.9,Kharif,1.805
Tea,14.85,218.17,32.26,33.13,156.93,Rabi,1.295
Tea,8.3,49.29,29.58,72.68,15.53,Kharif,0.817
Soybean,15.13,387.27,27.18,59.67,135.67,Kharif,1.53
Maize,5.96,264.67,34.79,53.28,190.81,Kharif,4.845
Tea,16.44,218.24,28.29,60.68,195.37,Rabi,1.387
Maize,19.88,110.4,22.56,91.48,172.37,Zaid,4.606
Cotton,16.56,268.29,30.64,89.45,64.53,Zaid,1.537
Sugarcane,15.14,236.09,25.55,44.99,243.23,Rabi,57.712
Pulses,19.04,246.84,26.02,78.91,215.3,Kharif,0.933
Wheat,8.9,352.64,18.74,33.03,3.15,Kharif,1.455
Sugarcane,7.29,238.81,30.53,35.07,200.67,Zaid,52.006
Cotton,14.26,394.7,22.81,34.17,166.43,Zaid,1.04
Maize,19.34,262.88,28.3,88.64,226.55,Rabi,4.243
Rice,5.24,156.21,24.65,90.07,193.99,Zaid,2.02
Tea,3.33,213.83,32.45,69.2,155.39,Zaid,1.295
