N,P,K,temperature,humidity,ph,rainfall,label
108,18,33,28.97,72.97,6.41,150.42,coffee
25,17,36,26.46,54.77,6.2,90.83,mango
70,86,45,27.95,84.67,6.64,67.32,banana
0,135,194,18.81,85.57,6.21,108.8,apple
21,61,41,31.12,49.08,5.83,25.36,mungbean
14,45,34,21.67,78.16,6.3,116.81,pomegranate
28,73,14,26.46,45.41,7.39,35.34,mungbean
99,18,39,22.32,83.72,6.16,77.49,muskmelon
104,53,48,26.38,69.08,5.54,125.24,banana
34,93,22,25.78,64.17,5.51,175.18,pigeonpeas
65,28,36,23.06,95.41,6.66,199.52,rice
89,68,56,25.82,71.39,6.87,91.88,cotton
38,51,24,21.56,57.07,6.75,58.04,lentil
87,33,39,25.8,76.51,6.66,195.15,jute
69,53,48,22.78,50.6,6.46,94.36,wheat
11,56,20,24.43,62.41,6.45,30.56,mungbean
44,92,117,21.82,48.53,7.27,97.19,chickpea
78,46,22,20.84,78.31,7.03,213.59,rice
26,79,25,23.82,46.39,6.1,49.7,lentil
13,131,207,27.61,68.09,6.38,86.17,grapes
21,16,192,24.52,83.21,6.51,108.27,orange
35,85,41,23.26,41.59,6.09,34.33,lentil
43,72,41,19.66,58.11,5.82,11.19,kidneybeans
64,39,57,25.27,59.87,6.25,87.09,wheat
102,38,30,15.54,49.89,6.14,136.05,wheat
27,86,44,16.18,68.65,5.57,47.63,kidneybeans
32,86,46,17.71,83.18,6.24,79.34,kidneybeans
131,108,51,15.49,89.89,5.73,84.96,banana
0,11,210,21.5,83.31,5.57,139.75,orange
37,69,20,27.58,94.38,6.45,89.87,papaya
39,134,194,20.01,88.07,6.28,123.84,apple
0,0,192,23.01,71.05,6.4,123.11,orange
82,0,62,23.11,83.57,6.88,39.63,watermelon
102,32,36,31.82,72.52,7.06,39.72,muskmelon
61,89,92,20.26,43.53,6.58,88.06,chickpea
12,85,53,19.75,63.96,6.09,47.33,kidneybeans
20,123,210,25.53,78.5,7.2,69.69,grapes
81,71,48,23.96,82.71,5.88,105.26,banana
16,50,19,28.1,66.28,7.68,54.09,blackgram
82,16,58,29.53,87.1,6.47,40.96,muskmelon
113,69,42,29.98,73.91,5.85,144.4,banana
93,66,45,28.63,75.81,5.88,160.53,rice
84,25,22,22.45,90.97,5.3,130.53,coffee
19,63,12,25.45,50.67,6.88,29.45,mungbean
1,139,187,22.98,91.73,5.8,36.69,grapes
113,40,30,21.2,65.01,6.24,186.02,rice
124,23,33,29.1,86.96,5.7,64.34,muskmelon
86,57,46,26.36,100.0,6.46,198.41,jute
43,136,193,27.61,89.65,6.63,52.5,grapes
81,51,27,18.76,63.43,6.78,112.04,wheat
12,43,36,21.94,69.31,7.03,12.85,lentil
126,26,45,31.97,84.74,6.11,48.93,muskmelon
0,125,220,22.57,76.08,6.36,46.98,grapes
22,73,9,22.85,83.35,7.3,57.98,pomegranate
28,69,27,19.36,69.39,5.63,191.41,pigeonpeas
55,51,47,25.5,76.32,5.93,110.13,papaya
102,12,4,28.25,77.54,6.79,122.7,coffee
0,12,193,25.89,82.92,6.11,49.47,orange
91,50,31,23.51,59.04,6.16,101.39,maize
29,55,44,17.53,49.74,5.37,54.66,kidneybeans
122,42,49,25.38,87.27,6.67,75.5,cotton
10,53,28,21.61,42.4,5.78,37.93,mothbeans
76,44,41,29.94,67.06,6.84,164.68,rice
2,57,29,28.06,53.89,6.29,27.37,mungbean
48,67,24,26.5,54.96,6.93,0.0,lentil
128,18,52,26.8,78.43,7.31,41.81,watermelon
90,57,51,22.35,58.45,6.5,100.75,maize
90,12,47,22.54,85.7,7.12,58.39,watermelon
58,56,74,21.39,56.27,6.87,60.06,chickpea
53,68,36,17.17,52.9,5.83,174.01,pigeonpeas
27,60,24,21.81,77.82,6.18,100.61,pomegranate
34,149,222,16.69,80.16,6.1,98.26,apple
26,79,92,14.46,42.56,6.25,58.75,chickpea
63,45,22,23.2,60.18,6.56,134.35,wheat
95,21,52,27.99,98.64,5.5,48.39,muskmelon
121,82,54,29.43,74.2,6.03,108.14,banana
46,20,0,28.1,79.43,6.93,167.4,coconut
29,88,0,25.24,77.08,6.64,86.26,lentil
10,43,22,21.67,78.6,6.25,153.62,pomegranate
84,60,45,21.22,53.43,6.76,94.07,wheat
4,135,187,16.22,95.82,6.79,121.68,apple
51,142,210,23.64,92.11,6.39,74.22,grapes
106,65,45,26.54,84.29,6.07,70.33,cotton
7,119,198,19.4,97.25,6.7,108.25,apple
117,43,54,25.41,83.53,6.41,36.12,cotton
99,38,52,25.62,79.31,6.3,82.47,muskmelon
25,75,47,22.7,71.0,6.25,192.92,jute
32,132,198,26.43,89.86,5.74,60.08,grapes
72,39,32,23.95,76.1,6.17,227.47,jute
40,48,66,29.49,76.36,5.99,85.02,papaya
21,149,206,25.34,67.6,6.35,142.68,apple
122,48,72,21.16,94.2,6.52,39.11,cotton
47,66,23,27.87,58.94,5.84,98.58,lentil
108,15,25,23.68,81.6,6.98,119.39,coffee
37,67,62,21.54,54.58,6.97,103.11,chickpea
27,17,0,27.06,87.41,6.24,121.13,coconut
117,35,9,30.58,82.08,6.51,128.61,coffee
61,81,64,21.87,60.63,7.19,102.27,chickpea
28,124,190,20.71,100.0,6.37,26.86,grapes
16,105,204,24.22,84.45,6.39,64.24,grapes
82,58,55,25.23,63.07,6.84,152.5,maize
29,22,48,32.91,44.64,5.41,104.47,mango
31,59,17,19.79,59.13,7.06,62.13,lentil
16,34,7,24.07,84.59,6.11,127.87,coconut
7,86,63,19.2,46.57,7.29,35.05,chickpea
88,40,10,23.07,86.07,6.93,164.94,coffee
28,144,191,23.87,99.01,6.45,160.05,apple
38,72,30,23.51,69.62,6.5,46.45,lentil
13,86,9,26.32,52.85,7.13,33.32,mothbeans
14,28,3,28.88,99.25,6.78,165.95,coconut
59,63,79,20.17,56.79,5.88,59.83,chickpea
26,74,33,23.09,57.49,5.06,200.38,pigeonpeas
39,134,214,25.4,93.44,6.75,120.57,apple
28,51,43,27.51,70.58,6.58,67.7,blackgram
5,57,27,21.8,57.59,5.69,49.67,lentil
21,38,44,26.66,45.66,6.64,61.61,mango
0,74,7,33.13,69.19,6.8,41.37,blackgram
0,91,24,23.78,51.47,6.56,77.61,mungbean
36,79,41,22.59,74.71,6.25,115.22,pomegranate
105,16,32,27.34,86.88,5.81,8.37,muskmelon
45,52,34,26.03,71.27,7.86,108.41,pomegranate
102,34,41,30.0,78.75,6.08,75.46,watermelon
55,60,48,36.04,80.16,7.37,98.47,papaya
109,18,59,28.2,81.59,6.44,51.29,watermelon
71,61,50,27.54,59.67,6.62,109.77,wheat
15,82,22,26.57,54.56,6.55,18.97,blackgram
0,5,189,25.35,80.55,6.46,120.95,orange
3,82,25,27.15,87.6,6.57,66.85,pomegranate
53,63,79,20.08,34.64,6.99,57.76,chickpea
27,24,5,21.47,78.45,7.22,158.36,coconut
0,74,20,27.61,41.24,4.91,56.98,mothbeans
28,0,11,26.11,86.66,6.3,124.07,coconut
38,45,22,29.7,52.82,5.02,82.24,mango
16,67,32,34.59,50.04,6.72,27.31,lentil
55,24,28,30.46,80.63,6.01,131.77,papaya
90,53,30,21.86,54.97,6.22,132.58,wheat
42,53,55,30.1,88.68,6.5,84.1,papaya
23,3,198,26.36,99.38,6.24,148.99,orange
48,135,216,25.82,65.26,7.15,78.38,grapes
109,68,33,23.0,74.43,5.92,78.0,cotton
104,28,55,23.9,90.21,6.71,28.23,watermelon
15,130,203,22.11,84.22,5.41,85.18,apple
32,50,56,23.17,77.64,6.43,77.83,papaya
22,75,0,24.41,62.1,6.64,31.32,mungbean
102,53,42,25.56,65.0,5.42,55.48,banana
36,28,49,27.63,60.54,5.86,119.76,mango
26,73,11,26.24,66.84,6.43,68.75,blackgram
85,68,40,27.69,61.04,6.91,207.18,rice
144,5,37,27.7,100.0,6.08,48.35,watermelon
55,52,56,24.61,86.58,6.56,105.79,papaya
8,71,12,29.98,63.22,6.8,75.47,mungbean
10,67,13,22.79,44.51,5.78,53.65,mothbeans
90,29,42,25.3,93.24,6.61,140.32,coffee
97,50,43,17.92,60.97,7.12,149.08,wheat
0,68,33,25.32,61.9,6.91,0.0,blackgram
46,83,67,22.04,59.54,6.11,82.99,chickpea
128,46,52,22.23,80.1,5.92,65.23,cotton
5,5,199,23.01,78.75,6.23,97.56,orange
113,60,16,27.4,74.04,6.44,150.74,coffee
80,47,23,21.74,79.26,6.1,200.97,rice
17,19,195,25.51,87.37,6.86,104.24,orange
68,58,53,24.27,76.82,5.93,100.16,maize
44,128,214,22.56,82.15,6.6,73.87,grapes
42,19,55,27.89,95.77,6.69,63.03,papaya
83,87,80,29.34,73.09,6.57,97.08,banana
26,23,17,26.14,76.66,6.54,130.27,coconut
70,30,59,24.2,100.0,5.73,128.81,papaya
5,60,37,31.06,62.09,7.43,68.53,blackgram
22,70,48,24.2,47.11,5.86,179.87,pigeonpeas
20,68,34,19.46,50.32,5.76,158.99,pigeonpeas
76,48,31,20.67,47.92,6.71,137.79,wheat
71,26,50,20.28,65.48,6.64,139.02,maize
29,64,11,25.01,55.64,7.41,13.27,lentil
38,148,212,22.28,84.65,5.8,109.0,apple
70,22,65,26.37,84.38,6.24,138.57,papaya
99,77,58,25.81,92.74,6.73,82.71,banana
4,84,50,25.27,51.3,5.93,114.17,pigeonpeas
89,49,51,21.76,55.63,5.8,117.91,wheat
39,81,58,16.19,63.16,4.98,55.19,kidneybeans
2,56,6,26.99,54.41,6.56,35.48,lentil
52,78,37,14.92,74.84,5.32,105.71,kidneybeans
15,132,229,21.41,96.32,7.5,72.57,grapes
27,52,22,19.78,64.54,6.48,156.08,pigeonpeas
16,24,29,30.28,50.6,5.74,97.18,mango
58,88,87,17.36,65.9,6.73,66.62,chickpea
36,99,39,23.18,49.1,6.09,161.51,pigeonpeas
75,27,78,24.55,88.31,5.88,199.91,jute
38,126,215,27.41,80.82,6.27,50.68,grapes
108,28,77,22.68,89.08,6.13,123.46,cotton
30,58,20,23.6,50.85,7.18,50.4,blackgram
95,47,10,25.51,73.79,6.71,149.6,coffee
27,52,30,22.33,85.1,6.45,78.21,pomegranate
84,43,37,27.76,88.54,5.93,136.73,jute
0,62,17,25.88,50.36,6.81,67.59,mothbeans
5,35,14,27.07,68.65,5.84,165.25,coconut
63,45,64,23.92,50.43,7.09,129.98,wheat
12,40,2,29.15,84.19,7.45,158.52,coconut
110,11,45,23.57,66.67,5.45,10.74,muskmelon
0,68,20,21.62,71.22,6.03,103.03,kidneybeans
26,83,0,29.23,52.79,6.56,46.47,mungbean
0,57,29,23.41,46.28,6.52,6.36,mothbeans
66,21,40,28.27,72.41,6.98,135.9,maize
13,81,33,17.65,59.92,6.67,56.97,kidneybeans
82,59,46,23.67,75.68,6.74,252.05,rice
9,26,191,23.21,71.31,7.37,73.24,orange
116,53,42,20.56,71.12,6.0,126.4,coffee
81,43,44,25.22,46.79,6.87,77.5,wheat
0,143,178,24.74,87.09,5.77,51.89,grapes
18,141,205,21.56,70.68,5.77,79.7,grapes
2,0,196,18.04,83.03,5.74,109.6,orange
26,42,36,29.73,91.37,6.85,178.97,coconut
116,32,45,23.7,74.98,6.84,107.99,cotton
20,73,6,27.34,59.88,5.72,40.02,mungbean
80,46,51,21.83,83.13,6.08,162.22,jute
66,50,45,21.57,68.39,6.26,104.64,maize
95,39,42,26.05,80.67,6.46,40.42,watermelon
19,20,176,22.76,97.6,6.64,70.09,orange
22,54,10,27.91,61.1,6.22,57.74,lentil
44,18,13,24.66,81.09,5.47,131.88,coconut
22,16,224,24.13,94.62,5.77,79.38,orange
25,130,189,24.23,91.17,6.72,75.78,grapes
27,85,88,18.67,46.16,7.15,86.58,chickpea
39,50,76,22.67,54.6,7.25,76.24,chickpea
72,26,36,25.11,85.0,5.95,14.7,muskmelon
85,71,34,27.32,82.45,7.15,189.41,jute
99,79,52,23.55,78.45,6.37,121.05,banana
21,66,33,27.82,58.63,7.05,53.94,lentil
22,66,28,26.16,54.54,7.09,43.55,mungbean
105,24,53,28.47,85.44,6.5,84.92,watermelon
46,85,88,15.49,58.42,6.5,65.4,chickpea
12,29,44,31.15,74.25,6.93,133.42,coconut
94,33,28,30.88,66.72,6.91,168.58,coffee
68,44,51,23.99,77.76,6.76,207.43,rice
26,71,22,30.76,73.15,6.7,44.6,blackgram
86,51,58,22.38,51.56,6.86,108.58,wheat
73,51,39,22.05,66.35,6.72,77.74,maize
89,23,53,27.49,90.08,5.49,65.26,muskmelon
71,46,52,30.18,89.43,6.19,102.41,papaya
38,67,20,23.44,69.7,5.88,60.2,lentil
79,56,23,26.69,61.14,6.57,145.31,maize
50,59,26,27.74,75.06,7.2,54.13,blackgram
68,70,42,17.71,56.02,6.46,116.02,wheat
53,53,89,20.04,42.37,6.8,92.16,chickpea
15,18,23,24.03,81.69,6.56,151.17,coconut
118,31,42,29.03,74.78,6.46,48.15,muskmelon
98,30,0,30.77,82.29,6.08,186.63,coffee
45,48,47,19.79,43.68,6.11,175.24,pigeonpeas
68,43,19,20.64,35.61,6.01,114.01,wheat
86,61,52,23.38,54.44,5.97,105.74,wheat
60,63,39,24.99,68.63,5.18,105.34,pigeonpeas
52,44,52,20.24,67.35,5.82,116.66,maize
36,66,4,30.23,53.36,6.52,75.19,mungbean
91,41,46,25.83,79.55,6.25,159.05,jute
27,21,13,29.48,70.1,6.23,137.88,coconut
24,76,66,22.0,53.7,6.14,58.06,chickpea
3,131,160,20.23,89.35,6.78,103.28,apple
116,32,64,24.0,75.22,5.95,88.36,watermelon
32,60,15,26.64,40.63,6.33,53.32,mungbean
35,71,0,25.42,70.38,7.08,89.52,blackgram
51,54,51,20.27,34.27,6.53,104.8,wheat
4,53,42,21.76,50.37,5.76,167.4,pigeonpeas
30,68,12,17.85,62.99,7.23,30.22,lentil
0,53,60,20.25,45.61,5.9,201.7,pigeonpeas
0,1,197,24.5,87.47,7.08,112.7,orange
101,0,47,29.35,87.83,6.45,40.31,muskmelon
6,60,24,25.05,42.82,6.26,76.86,mothbeans
77,51,23,21.37,82.89,5.92,214.39,rice
119,23,60,27.03,93.45,6.7,55.34,watermelon
35,67,30,20.64,70.77,5.34,98.89,kidneybeans
62,53,16,19.02,83.57,6.87,209.28,rice
32,12,2,24.21,78.99,6.76,178.81,coconut
0,36,188,23.51,92.07,6.36,92.75,orange
32,63,34,25.11,43.62,5.51,140.06,pigeonpeas
84,75,42,21.82,63.54,7.19,88.85,maize
62,71,29,18.66,97.02,6.89,97.9,pomegranate
25,61,38,22.64,47.05,5.49,115.29,pigeonpeas
77,73,30,21.97,69.11,6.59,113.77,maize
9,78,37,27.05,63.07,7.73,72.64,blackgram
108,16,45,32.91,92.52,6.12,69.27,watermelon
117,68,55,26.96,77.33,6.44,126.98,banana
55,39,60,34.02,94.9,6.79,71.97,muskmelon
101,5,46,31.17,87.55,6.49,102.4,watermelon
32,82,1,31.24,65.3,7.55,58.24,blackgram
45,62,49,27.44,75.01,6.89,83.7,papaya
143,76,52,26.99,80.35,5.98,121.92,cotton
68,49,74,19.49,67.03,6.73,132.14,maize
9,78,25,19.37,45.69,6.69,70.94,mothbeans
49,43,54,29.53,80.42,6.58,130.91,papaya
92,7,47,26.78,99.81,5.42,52.57,muskmelon
30,74,102,19.43,55.76,6.35,51.09,chickpea
19,111,198,25.87,94.44,5.9,64.34,grapes
87,28,48,26.84,78.49,5.62,58.0,muskmelon
9,81,12,21.58,50.61,6.84,46.46,mothbeans
31,41,36,26.31,88.78,6.34,201.37,coconut
0,73,17,17.79,54.05,6.79,87.78,kidneybeans
15,66,40,23.44,52.85,5.08,139.18,pigeonpeas
118,36,28,23.48,86.67,6.96,133.28,coffee
26,74,23,23.03,54.73,6.84,57.69,mothbeans
104,24,64,26.0,78.15,5.41,54.57,muskmelon
19,135,189,20.37,89.94,6.86,76.65,grapes
76,37,7,25.31,72.23,5.32,79.76,maize
88,23,63,23.49,83.8,5.63,45.17,watermelon
102,83,34,28.67,85.06,6.34,128.66,banana
154,72,56,27.42,62.19,6.11,73.25,cotton
98,0,38,29.69,63.08,7.09,68.03,watermelon
70,53,39,22.34,86.91,6.88,191.74,rice
76,41,29,20.55,81.38,6.67,211.92,rice
0,0,27,30.74,46.0,5.46,104.04,mango
94,42,58,22.59,71.6,6.46,138.4,wheat
44,60,32,16.09,55.83,7.02,156.93,pigeonpeas
45,74,14,25.15,62.27,6.5,61.2,blackgram
91,26,65,22.52,83.65,6.64,52.45,watermelon
72,47,28,21.67,85.02,6.88,181.95,rice
42,18,21,32.87,64.47,5.42,59.9,mango
118,44,39,27.59,91.71,7.09,97.31,cotton
82,42,41,18.1,81.36,5.28,202.2,jute
0,9,199,24.24,100.0,6.69,49.1,orange
18,4,21,24.55,76.56,6.14,212.13,coconut
38,72,21,15.59,64.41,5.76,114.31,kidneybeans
101,64,43,22.98,91.6,5.94,66.83,cotton
57,60,41,27.34,74.92,6.82,196.1,jute
0,0,204,23.67,88.44,7.2,113.73,orange
109,16,12,28.77,75.5,7.06,161.87,coffee
105,23,45,30.71,79.95,7.48,187.2,coffee
34,64,92,22.76,40.03,7.03,57.26,chickpea
30,82,20,26.2,42.53,6.91,45.6,mungbean
88,31,64,24.03,81.07,6.23,120.81,watermelon
31,59,21,26.06,68.48,7.56,102.92,pomegranate
56,65,5,22.78,85.11,6.78,95.22,pomegranate
98,18,41,30.82,85.61,5.91,31.31,muskmelon
23,134,209,25.83,77.35,6.66,87.0,grapes
13,8,186,24.58,98.22,6.39,106.7,orange
23,123,183,21.43,81.59,6.66,78.71,grapes
52,61,9,24.74,43.58,7.24,42.92,mothbeans
55,93,61,14.36,64.97,7.19,53.29,chickpea
43,16,41,30.62,58.57,6.21,49.88,mango
71,60,26,24.59,93.53,5.26,185.08,rice
57,45,50,23.64,72.03,6.59,214.63,rice
57,64,51,33.03,100.0,6.77,75.18,papaya
26,66,38,25.58,54.33,5.44,140.16,pigeonpeas
22,70,32,29.0,66.82,6.0,38.4,mungbean
82,54,63,25.85,77.38,6.05,217.3,rice
33,70,21,25.16,52.59,7.14,82.37,mothbeans
51,62,77,17.02,29.5,6.9,135.32,chickpea
5,65,35,28.04,45.11,7.13,53.28,mungbean
116,17,44,25.79,84.55,5.96,55.17,muskmelon
10,68,0,22.36,41.26,6.57,74.86,mothbeans
54,54,35,20.97,86.89,7.02,228.28,rice
32,18,33,29.31,60.34,5.23,80.92,mango
0,59,26,33.15,64.22,7.16,83.81,blackgram
6,65,8,21.53,74.7,6.05,145.49,pomegranate
50,52,95,20.78,47.05,7.07,30.59,chickpea
89,50,29,23.23,76.58,6.99,201.32,rice
11,22,10,29.47,86.12,5.94,152.03,coconut
69,48,48,19.82,56.49,6.42,79.71,wheat
50,62,83,20.88,48.12,6.61,57.74,chickpea
3,80,23,27.94,84.88,6.07,104.66,pomegranate
60,44,52,25.64,63.09,6.32,95.21,maize
113,43,44,28.63,81.05,7.53,135.21,maize
95,94,47,28.29,79.09,5.97,95.57,banana
37,118,188,22.69,84.21,8.19,122.89,apple
92,13,60,25.04,92.32,7.11,13.28,watermelon
26,68,28,27.81,43.39,6.54,61.22,mungbean
25,67,10,21.77,83.28,4.7,92.47,pomegranate
75,61,41,24.68,76.19,6.58,199.91,jute
123,33,33,27.67,90.89,6.81,39.27,watermelon
95,55,18,23.98,98.43,6.69,184.2,jute
44,75,84,21.17,39.39,7.52,104.24,chickpea
14,69,44,25.58,44.94,6.37,164.76,pigeonpeas
103,63,37,27.84,65.54,6.93,117.12,maize
30,64,6,27.17,45.29,6.03,45.55,mothbeans
74,46,37,27.77,78.96,7.01,213.45,jute
13,41,42,24.38,54.02,5.77,146.02,pigeonpeas
52,13,10,27.89,90.73,6.96,125.96,coconut
33,65,34,19.88,54.16,7.43,60.49,mothbeans
124,4,70,27.22,85.28,5.46,30.72,muskmelon
108,23,36,25.82,82.03,5.61,30.48,watermelon
0,78,32,19.24,86.41,6.73,108.17,pomegranate
12,128,205,17.19,78.45,6.51,109.44,apple
111,71,37,25.91,87.16,7.18,180.88,rice
25,109,199,16.96,80.33,6.41,141.91,apple
76,47,8,22.84,80.15,6.85,251.22,rice
12,59,29,23.53,44.87,7.33,28.6,mothbeans
84,58,38,25.86,79.7,6.55,169.99,jute
127,49,41,25.96,86.71,5.4,68.69,cotton
74,53,48,25.94,69.44,6.54,100.07,maize
17,35,211,23.73,90.03,6.24,76.25,orange
36,66,84,20.26,32.25,6.89,53.71,chickpea
78,22,64,26.45,72.95,6.92,97.14,watermelon
31,125,213,20.67,82.59,5.73,80.1,grapes
87,5,60,28.96,88.19,5.81,43.02,muskmelon
31,58,10,28.31,46.49,7.84,71.04,blackgram
21,4,32,27.45,60.32,7.1,70.34,mango
10,21,208,24.37,81.28,5.78,102.66,orange
89,41,50,24.92,59.97,6.01,76.82,wheat
85,42,51,23.92,88.5,6.81,184.28,rice
105,42,45,21.95,64.51,8.06,81.73,wheat
72,47,46,26.45,71.88,6.21,100.82,maize
90,45,43,23.04,82.78,6.11,205.61,rice
0,60,39,20.81,45.53,5.8,156.73,pigeonpeas
89,54,77,26.36,80.98,6.02,164.84,rice
124,33,55,32.72,77.18,7.44,30.87,watermelon
106,53,40,21.57,72.49,6.46,108.59,cotton
23,119,200,22.49,91.03,6.39,138.45,apple
101,11,39,29.1,91.76,6.8,92.88,watermelon
76,56,53,19.64,44.35,5.88,107.7,wheat
85,56,58,22.59,60.67,6.76,131.0,wheat
32,56,28,25.21,55.93,6.83,45.36,blackgram
15,66,8,22.13,49.65,6.6,1.3,mungbean
96,30,35,23.13,67.52,6.77,81.12,wheat
84,75,50,22.02,91.61,6.3,154.05,rice
47,24,12,29.4,89.53,6.52,156.66,coconut
28,36,13,28.21,84.44,6.71,133.64,coconut
12,67,56,23.76,51.7,6.13,143.98,pigeonpeas
21,65,26,22.04,80.11,6.24,143.83,pomegranate
122,12,25,26.93,73.92,5.99,175.43,coffee
24,59,18,24.54,53.48,5.76,90.14,lentil
93,40,69,24.95,52.4,5.55,152.27,wheat
59,37,53,29.13,64.16,6.42,106.75,maize
10,124,187,22.65,76.75,6.55,34.63,grapes
32,66,38,20.22,49.73,6.46,66.82,kidneybeans
103,20,52,23.79,80.78,6.5,50.13,watermelon
20,51,34,25.49,64.53,7.22,64.99,blackgram
23,139,195,26.49,60.87,5.99,99.48,grapes
89,47,42,31.08,91.75,6.16,33.24,muskmelon
99,59,26,21.43,85.91,5.89,222.82,rice
124,49,34,26.61,85.95,6.16,102.69,cotton
36,95,8,26.98,66.85,7.39,46.01,blackgram
3,73,0,27.72,55.13,6.9,59.34,mungbean
62,25,54,28.66,98.35,5.74,138.93,papaya
102,48,29,21.28,75.42,7.13,153.55,coffee
77,61,43,22.45,52.09,6.77,102.7,wheat
11,68,47,18.47,60.31,5.91,82.87,kidneybeans
81,59,20,24.63,76.7,6.79,185.92,rice
15,67,49,17.15,57.4,6.47,139.62,pigeonpeas
80,32,44,27.55,74.3,5.99,41.79,muskmelon
68,53,42,29.2,98.66,6.96,113.69,papaya
18,27,33,29.5,54.9,5.51,52.57,mango
13,86,36,22.6,54.97,5.19,7.96,lentil
12,138,202,16.44,83.43,6.7,75.5,grapes
79,47,46,26.81,66.72,6.54,235.9,jute
87,58,46,25.3,85.58,5.29,177.78,jute
125,54,42,24.02,92.22,6.01,36.21,cotton
8,64,14,25.6,52.22,6.89,8.65,mungbean
14,44,4,24.06,50.95,6.47,18.13,lentil
49,79,73,20.37,65.63,6.75,48.53,chickpea
81,48,54,27.56,85.72,6.79,113.14,maize
26,50,20,26.36,91.93,6.32,152.13,coconut
69,37,39,23.08,71.24,7.16,139.89,maize
0,142,211,26.49,82.98,6.61,100.81,grapes
80,53,57,26.42,81.61,6.02,191.78,jute
94,42,59,28.9,52.1,6.58,131.33,wheat
19,74,36,17.72,60.77,5.04,73.04,kidneybeans
29,70,24,24.24,49.7,7.69,79.61,mothbeans
92,39,45,26.93,69.01,6.59,130.03,maize
28,66,57,30.36,89.71,6.58,136.52,papaya
80,37,22,27.35,85.35,6.29,148.24,coffee
83,48,33,21.36,81.74,6.23,187.18,rice
110,42,66,25.08,69.46,7.18,106.72,muskmelon
83,51,32,29.43,87.07,5.49,209.66,rice
50,45,51,28.36,77.35,6.3,101.93,papaya
85,55,11,24.28,79.7,7.14,176.19,jute
39,58,46,17.2,71.77,4.74,62.52,kidneybeans
103,21,54,26.72,85.07,6.21,36.22,watermelon
20,67,21,26.46,38.16,7.52,38.88,mungbean
73,72,45,25.5,95.88,5.33,154.62,jute
19,14,12,27.52,100.0,6.13,142.05,coconut
87,48,48,27.57,80.13,6.38,244.48,rice
58,39,35,27.78,77.77,6.9,120.36,papaya
99,73,39,28.0,69.33,5.88,113.33,banana
86,110,33,23.11,90.51,6.36,79.35,banana
107,38,55,25.91,72.05,5.44,51.83,muskmelon
92,23,43,25.31,70.17,7.07,213.46,rice
108,4,71,24.68,83.21,6.67,40.87,watermelon
10,153,213,23.57,86.41,6.06,95.22,apple
4,71,23,26.87,43.67,6.52,15.87,mothbeans
60,64,48,33.97,80.29,6.62,106.13,papaya
13,73,26,26.12,94.43,6.7,75.61,pomegranate
120,18,25,28.29,95.2,6.96,38.43,watermelon
10,72,21,28.45,43.71,6.9,40.99,mungbean
65,55,71,33.05,82.26,7.75,100.61,papaya
36,128,189,21.08,82.26,6.78,80.96,apple
38,49,44,16.07,55.38,6.95,126.3,pigeonpeas
38,41,35,28.32,92.23,6.06,169.41,coconut
39,66,20,15.23,77.5,5.66,58.92,kidneybeans
51,75,68,19.27,49.69,6.93,83.35,chickpea
87,44,33,23.82,67.99,6.52,194.59,jute
80,82,44,26.94,83.5,6.37,207.35,jute
70,39,44,19.06,58.27,5.95,120.73,wheat
83,52,20,26.08,89.26,7.07,191.71,jute
40,55,28,23.16,48.73,6.41,28.86,mothbeans
25,158,201,23.79,82.2,6.88,96.84,apple
32,95,18,29.77,64.14,7.97,16.32,blackgram
8,21,10,32.49,61.97,6.16,61.97,mango
103,51,60,18.86,68.37,6.47,214.6,rice
17,128,213,22.17,86.37,6.5,70.57,grapes
46,72,30,31.67,67.7,6.7,84.39,blackgram
113,49,0,24.05,77.87,5.8,137.87,coffee
36,20,23,25.95,66.36,6.3,72.33,mango
64,21,53,26.21,62.75,6.53,117.9,maize
81,40,36,21.04,58.39,7.06,80.66,wheat
22,88,4,25.18,78.58,6.25,89.92,pomegranate
23,66,80,21.8,55.35,6.63,77.05,chickpea
60,51,52,25.88,98.93,7.92,93.04,papaya
89,109,54,24.49,93.22,7.04,104.17,banana
98,44,12,26.76,73.85,6.56,120.11,coffee
11,21,18,32.02,88.98,5.58,118.38,coconut
0,30,50,31.18,46.3,5.94,62.04,mango
15,22,32,25.19,40.48,6.15,93.39,mango
112,45,40,18.77,89.12,6.99,53.17,cotton
3,127,214,19.56,91.44,6.61,142.45,apple
62,60,56,22.78,90.03,6.68,188.87,rice
16,75,46,15.88,59.3,5.74,42.58,kidneybeans
17,83,19,29.51,52.45,5.99,31.92,mungbean
53,46,33,24.96,75.72,5.56,107.88,maize
30,67,18,24.37,77.73,7.44,84.1,blackgram
62,92,80,23.03,60.73,6.63,62.87,chickpea
19,0,173,21.07,88.06,7.79,113.58,orange
116,52,25,24.25,86.68,6.92,190.96,coffee
57,49,0,19.5,67.19,7.06,32.19,lentil
33,60,20,23.06,61.03,5.31,0.0,lentil
9,50,44,31.76,48.77,6.64,45.44,mungbean
10,14,199,19.82,94.11,7.46,110.23,orange
9,79,56,20.09,67.27,5.31,43.83,kidneybeans
20,139,196,20.56,85.26,6.49,50.43,apple
32,0,21,31.23,58.28,6.61,86.38,mango
124,100,59,26.24,54.07,6.15,104.95,banana
19,68,38,23.13,68.58,7.21,80.86,lentil
